,sn,res_u,eres_u,zcmb_u,st_u,B-V_u,m_u,ml_u,mu_u,sample_u,cal_u,res_B,eres_B,zcmb_B,st_B,B-V_B,m_B,ml_B,mu_B,sample_B,cal_B,res,eres,zcmb,st,B-V,m,ml,mu,sample,cal,res_V,eres_V,zcmb_V,st_V,B-V_V,m_V,ml_V,mu_V,sample_V,cal_V,res_r,eres_r,zcmb_r,st_r,B-V_r,m_r,ml_r,mu_r,sample_r,cal_r,res_i,eres_i,zcmb_i,st_i,B-V_i,m_i,ml_i,mu_i,sample_i,cal_i,res_Y,eres_Y,zcmb_Y,st_Y,B-V_Y,m_Y,ml_Y,mu_Y,sample_Y,cal_Y,res_J,eres_J,zcmb_J,st_J,B-V_J,m_J,ml_J,mu_J,sample_J,cal_J,res_H,eres_H,zcmb_H,st_H,B-V_H,m_H,ml_H,mu_H,sample_H,cal_H
150,SN2008bc,-0.0032403693171687,0.3184644177979034,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,-0.0959558396296031,0.2648453652366951,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,-0.0924769443058011,0.2633551365743007,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,-0.0938731501768899,0.2752807418769618,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,-0.0580930225608185,0.2580987741730747,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,-0.0035320691806433,0.2489152739065901,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,0.1029343237137467,0.2029831610230906,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,0.1315105695117466,0.2562209057202068,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none,0.1031067095026756,0.2232595252696674,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none
151,SN2008bf,-0.0016755889964841,0.2684088380123375,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,-0.0946605953089303,0.2111105684285923,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,-0.1229912359851255,0.2008003586563591,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,-0.0901492898562068,0.218018404754332,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,-0.0514711222401373,0.2019894598068453,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,-0.028594784859969,0.1904939729851253,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,0.0926274400344127,0.1582941959387557,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,0.0599917978324313,0.2130528417688401,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none,0.3296389058233515,0.184457559700928,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none
152,SN2008bi,0.2272331461485706,0.6391202687100557,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,0.1761768658361262,0.4263004704877832,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,0.1539429511599337,0.4233031301940179,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,0.1849552902888405,0.4237535873907207,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,0.3056081929049341,0.3438041540468114,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,0.1920414112850821,0.313350279425705,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,0.2418706491794893,0.2309795432534423,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,-0.2475428350225144,0.293442357397415,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none,0.3105807099683986,0.2434148927136427,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none
153,SN2008bq,0.3112881938348621,0.2558051542631303,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,0.0604682435224148,0.1920685187370349,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,0.0279466588462327,0.1761354976812946,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,0.0657578129751428,0.1989418566516329,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,0.015337140591221,0.1814888562235995,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,0.0091672139713736,0.1680566418184578,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,-0.0379366331342296,0.1521536974427842,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,0.0353957726637688,0.2121967667128689,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none,0.0480461526546918,0.1863069533035551,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none
154,SN2008bt,-0.184603573963713,0.3145035403398477,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,-0.1664639342761589,0.2582751266183824,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,-0.1581299289523556,0.2554750042105115,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,-0.1500335298234532,0.2681473948475758,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,-0.149299927207366,0.2503892491898673,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,-0.1105996888272073,0.2406142109915212,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,0.1897380090671916,0.2009266967711,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,0.1623028848651913,0.2662347940339078,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none,0.1870979698561328,0.25627445182613,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none
155,SN2008bz,0.0893861817983534,0.3821256084240806,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,0.0055992214858946,0.2407255740586031,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,0.0131526268097204,0.2273381757776783,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,0.0076667259386127,0.2592510205172548,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,0.0817018285546993,0.2016449327495418,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,0.1169009669348497,0.1819840295246945,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,0.1954123648292451,0.1389832178300064,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,0.4156274406272544,0.2041605328524885,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none,,,,,,,,,,
156,SN2008cc,-0.4235602872617932,0.504209871455517,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.345147917574252,0.3971226671785984,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.2914211822504384,0.4079997044512142,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.3490852681215344,0.4166996651748431,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.3047157405054577,0.3752785426281635,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.2609127471252961,0.3637784614553759,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.2465454342308888,0.2841882028219795,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.4291244684328958,0.3388071753964237,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none,-0.1860692484419672,0.2968793582155772,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none
157,SN2008cf,-0.4778901858792466,0.4048158294378897,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,-0.2873614261916941,0.2571195830317273,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,-0.2848843008678727,0.237200151631394,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,-0.288409241738961,0.2837325340462755,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,-0.1939219391228945,0.2209042246301875,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,-0.1257864807427324,0.1958630565780693,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,0.1768982771516647,0.1522464976005558,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,0.1531171129496726,0.2227031985672656,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none,-0.031744862059412,0.170506004196474,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none
158,SN2008ff,-0.5333404165256326,0.3040080141092908,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,-0.4071468068380781,0.2429725873254243,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,-0.376040831514274,0.2385367413453473,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,-0.4130525973853594,0.2533838336014969,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,-0.3195616697692784,0.234515241837537,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,-0.1928672363891195,0.2239305902294355,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,0.016245196505281,0.1831218051731103,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,0.1191940823032808,0.2374279483024212,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none,0.2007831822942094,0.2045243280682357,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none
159,SN2008fl,-0.0659037033541025,0.3952760667455388,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,-0.0609414936665544,0.2781144106000516,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,-0.0493089183427457,0.2748754828949455,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,-0.0618838842138416,0.2940545543812414,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,-0.0583119565977625,0.2503614334851587,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,-0.1158479232176006,0.2364056642195856,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,-0.0604126903231971,0.1880603036618314,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,-0.0307010045251985,0.242625662207508,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none,0.0315662954657298,0.2035579951065772,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none
160,SN2008fp,-0.5909548522004506,0.5944380984515928,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.3676016925128991,0.5440681579043222,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.3071821671890937,0.5718080295848817,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.3888379080601716,0.5708703235399989,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.2957646054440914,0.5428155126522026,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.4389007470639434,0.5369145521996593,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.2375467891695386,0.4301971029700625,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.2743207533715477,0.4913636981809219,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none,-0.1610739283806168,0.4372408546962389,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none
161,SN2008fr,-0.1333659269308995,0.4076517577658946,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,-0.0677679252433449,0.2564987382199103,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,-0.0485735579195321,0.2479718215262228,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,-0.0718378677906201,0.2804792926082795,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,-0.0290208201745443,0.2182128941570217,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,-0.006269234794388,0.1969753159764496,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,0.1264436941000113,0.1529582662021521,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,0.253500915898023,0.2168698725416938,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none,0.0561149198889481,0.1725944889726696,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none
162,SN2008fu,0.0039604956112668,0.453493503094258,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,-0.0056599047011829,0.2806774003622616,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,0.0305980606226228,0.2745127462745104,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,-0.0004962602484539,0.2960548908809751,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,0.0408259423676113,0.2256262792039457,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,0.0155199407477724,0.1983096515391795,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,-0.0011238813578273,0.1525224901999863,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,-0.1377893255598223,0.2093499492098479,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none,-0.0574197205688946,0.1695705896880078,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none
163,SN2008fw,-0.1466152936745004,0.5273553900828225,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.0183629160130465,0.4151599668653618,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.0050734913368586,0.4286765338221965,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.0187765254657676,0.4447788836753545,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.0625264530818441,0.396987879050994,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.0609144864620034,0.3845831457519256,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.152965719356402,0.3001506501577869,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.2029734051544096,0.3552313866329212,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none,0.1763067051453362,0.3120231533835755,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none
164,SN2008gg,-0.1591084359743177,0.3953199793765243,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,-0.314859732286763,0.2572760265773556,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,-0.2879866629629575,0.24679517422854,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,-0.3206503118340364,0.2808493334365387,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,-0.2823846692179756,0.2231934656405203,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,-0.1405564468378131,0.2031063381752082,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,0.0555228830565894,0.1526455800493465,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,0.0811166708545911,0.2172778794701044,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none,0.2408699238455085,0.1778281888756165,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none
165,SN2008gl,0.0588423470545791,0.2533945480767938,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,-0.0277194432578653,0.1923495251001433,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,-0.0095948679340551,0.177746199785873,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,-0.0268458338051473,0.1978558379652128,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,-0.0312659061890769,0.1818396329060704,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,0.0094661271910823,0.1691439390892324,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,0.306665360085482,0.1426113166704024,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,-0.0118949541165207,0.199090822391946,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none,0.1402683458744178,0.1727196253655396,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none
166,SN2008go,0.1059160354346744,0.2514128108429364,0.0613133,0.939,0.04,10.94,10.89,11.0,CSPI,none,-0.1710290508777774,0.1822875826032606,0.0613133,0.939,0.04,10.94,10.89,11.0,CSPI,none,-0.1610877715539658,0.1586532078318435,0.0613133,0.939,0.04,10.94,10.89,11.0,CSPI,none,-0.172295265425042,0.1883154056680223,0.0613133,0.939,0.04,10.94,10.89,11.0,CSPI,none,-0.175275897808973,0.1678594415332352,0.0613133,0.939,0.04,10.94,10.89,11.0,CSPI,none,-0.0846400404288232,0.1510990810590025,0.0613133,0.939,0.04,10.94,10.89,11.0,CSPI,none,0.087279144465576,0.1303990159831595,0.0613133,0.939,0.04,10.94,10.89,11.0,CSPI,none,,,,,,,,,,,,,,,,,,,,
167,SN2008gp,-0.2030264199077507,0.2559162052729238,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,-0.1216746662201941,0.1933688218924245,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,-0.1179085468963876,0.1789679317510464,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,-0.1198129207674725,0.1990920511012195,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,-0.0678961531513948,0.1824235908931371,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,-0.0743552557712448,0.1697488234778373,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,-0.0232181508768363,0.1430949993550856,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,0.0146062869211576,0.1995719250610928,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none,0.1714355149120905,0.1728347607801904,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none
168,SN2008hj,0.0753539195899293,0.2561516422846299,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,-0.0629751207225197,0.1875943401047684,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,-0.0611117953987232,0.1713150021531727,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,-0.0626131362698103,0.1929235533838296,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,-0.0512168336537328,0.1774671037481986,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,0.008739824726426,0.1651799991004029,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,0.2120221826208208,0.1410475638072941,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,0.218208618418835,0.1997709204458684,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none,0.1275140434097537,0.1729222814524354,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none
169,SN2008hu,0.1434134088909857,0.403057651800712,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,0.0427138985785333,0.2541853878021599,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,0.0658167539023537,0.241137783536199,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,0.0460068280312455,0.2685564208281071,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,0.0568625556473278,0.209444236465473,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,0.0838362690274934,0.1896906596130687,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,0.0853081419218781,0.151137397833916,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,0.1393520677198836,0.1940092432460893,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none,-0.1284942722891813,0.1752447221970187,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none
170,SN2008hv,0.0558588599940748,0.346330119147479,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.0829820696816199,0.2915952423926546,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.0872916450054361,0.2940633539397173,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.0870606791343462,0.3038838079387136,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.080905606750413,0.2856353750993923,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.100737640130589,0.2772682771627165,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.1561068730249744,0.2251513745477511,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.0947765588229856,0.2784275991722401,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none,0.1725848588139129,0.2435437883761103,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none
171,SN2008ia,0.1602361066158408,0.2970832598107729,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,0.0455228903033884,0.2231677640157056,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,0.048506039627199,0.213729627409352,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,0.0508718307561153,0.2312463130052994,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,0.0238662733721923,0.2139660949656475,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,0.0562469757523516,0.2041687099965226,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,0.0353213456467571,0.1710532051266702,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,-0.0307562265552476,0.2289095719693221,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none,-0.1537380135643218,0.196912848747003,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none
172,SN2009D,0.2406680905939353,0.2704934348150626,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,0.0300763242814809,0.2118861243946831,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,-0.0351410763947015,0.2007865478038255,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,0.0381421897342164,0.2191991421821642,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,0.017666757350284,0.2024937013550411,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,-0.028726465269564,0.1908496870238294,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,0.030715879624843,0.1667705022110965,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,0.0547501574228448,0.2134377238051375,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none,0.0638501454137667,0.1836155271808699,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none
173,SN2009F,0.1844065415547717,0.3756984517401938,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.4123350052423191,0.308807867259754,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.3972478345661301,0.3114036016259616,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.4490078656950516,0.3204456654661163,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.2648011083111257,0.3008494618035819,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.3706198906912661,0.2923896709127268,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.2281901005856639,0.246714741996578,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.3450339683836745,0.2910254514038415,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none,0.2339623413746068,0.2557620059762642,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none
174,SN2009I,0.2087062593246571,0.3167343038779826,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,0.2655845730122124,0.2357164063709622,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,0.3535712523360246,0.2125239947259848,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,0.2356679584649228,0.2495521684911392,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,0.1842413260810005,0.2195995527294816,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,0.0815545834611697,0.2009809444235575,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,0.0752219683555708,0.1613818639090241,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,-0.0164031138464437,0.2152136222791738,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none,0.116625834144493,0.1869132966352044,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none
175,SN2009P,-0.3291003907990841,0.3427469759253385,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,-0.241616039111534,0.2536223826477944,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,-0.1956853217877139,0.2209918675726087,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,-0.2611972066588066,0.2730872140530672,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,-0.2093297840427297,0.2337747120615742,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,-0.0873219736625685,0.2077052045015554,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,0.1786528802318159,0.1789061872198569,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,-0.0113103479701663,0.231208222279221,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none,,,,,,,,,,
176,SN2009Y,-0.4725006013448976,0.4122705009660803,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.5095664716573438,0.3625315552187336,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.4510979763335427,0.3733416817628738,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.5166533822046233,0.3790947478001716,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.4623052545885571,0.3582166688514748,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.2991627012083881,0.3509657537074005,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.1611355083139898,0.2819743476311174,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.0628344625159869,0.3363082462450708,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none,-0.036207122525063,0.2967219294043611,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none
177,SN2009aa,-0.1890691226383722,0.277807471276904,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.0678415789508264,0.2024609354417915,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.0509916696270238,0.1894339431664248,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.0684536984981036,0.2092114646549584,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.0511781558820416,0.1934827674668792,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.087140393501869,0.1828936833829359,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.0177946436074805,0.1552866593137936,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.0200471358094631,0.2139863479597834,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none,-0.0197213028185387,0.1828510987699932,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none
178,SN2009ab,0.1614020985210302,0.3987750556971914,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.3217891482085804,0.343214748810504,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.351014563532388,0.3515160379353904,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.3201917176613094,0.358513784089356,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.3207460452773816,0.3387019090489524,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.2638881186575403,0.3315483757040291,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.2684102715519501,0.267942538015672,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.2358686773499414,0.3226885156323274,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none,0.3500280573408716,0.2837175591510782,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none
